Date,Name,Relation,Entry,XML,Entry_Sentiment
1910-11-02,None,None,None,None,None
1910-11-04,None,None,None,None,None
1910-11-06,None,None,None,None,None
1910-11-07,None,None,None,None,None
1910-11-14,#Draper_Mr,,"Monday. Nov. 14th. Rather a busy week, settling ourselves and things on the boat, seeing sights –visiting and receiving friends – consulting Mr. Draper about the little mooring garden. Lunched one day with the Gorsts, and another day went to a reception there. Capt. Trefusis, and Mr. Carter BonhamMr. Bonham Carter, Elèna's friend, dined with us one night, and Mr. Lovatt and son – another night – and Mr. Lovatt and son and Mr. Walter Gay came to tea on our first afternoon on the boat. We had tea with the Gays one afternoon – Mrs. Gay very attractive.","<div type=""entry"" xml:id=""EBA-1910-11-14""><dateline><date when=""1910-11-14"">Monday. Nov. 14th.</date></dateline><p>Rather a busy week, settling ourselves and things on the boat, seeing sights–visiting and receiving friends – consulting <persName ref=""#Draper_Mr"">Mr. Draper</persName> about the little mooring garden.Lunched one day with the <persName ref=""#Gorst_Group"">Gorsts</persName>, andanother day went to a reception there. <persName ref=""#Trefusis_Walter"">Capt.Trefusis</persName>, and <persName ref=""#Carter_Bonham_Edgar""><choice><sic>Mr. CarterBonham</sic><corr>Mr. Bonham Carter</corr></choice></persName>, <persName ref=""#Rathbone_Elena"">Elèna</persName>'sfriend, dined with us one night, and <persName ref=""#Lovatt_Mr #Lovatt_Master"">Mr. Lovatt and son</persName> – another night – and <persName ref=""#Lovatt_Mr #Lovatt_Master"">Mr. Lovatt and son</persName> and <persName ref=""#Gay_Walter"">Mr. Walter Gay</persName> came to tea on our firstafternoon on the boat. We had tea with the <persName ref=""#Gay_Walter_Mr #Gay_Matilda"">Gays</persName> one afternoon –<persName ref=""#Gay_Matilda"">Mrs. Gay</persName> very attractive.</p></div>",3.0
1910-11-14,#Gorst_Group,,"Monday. Nov. 14th. Rather a busy week, settling ourselves and things on the boat, seeing sights –visiting and receiving friends – consulting Mr. Draper about the little mooring garden. Lunched one day with the Gorsts, and another day went to a reception there. Capt. Trefusis, and Mr. Carter BonhamMr. Bonham Carter, Elèna's friend, dined with us one night, and Mr. Lovatt and son – another night – and Mr. Lovatt and son and Mr. Walter Gay came to tea on our first afternoon on the boat. We had tea with the Gays one afternoon – Mrs. Gay very attractive.","<div type=""entry"" xml:id=""EBA-1910-11-14""><dateline><date when=""1910-11-14"">Monday. Nov. 14th.</date></dateline><p>Rather a busy week, settling ourselves and things on the boat, seeing sights–visiting and receiving friends – consulting <persName ref=""#Draper_Mr"">Mr. Draper</persName> about the little mooring garden.Lunched one day with the <persName ref=""#Gorst_Group"">Gorsts</persName>, andanother day went to a reception there. <persName ref=""#Trefusis_Walter"">Capt.Trefusis</persName>, and <persName ref=""#Carter_Bonham_Edgar""><choice><sic>Mr. CarterBonham</sic><corr>Mr. Bonham Carter</corr></choice></persName>, <persName ref=""#Rathbone_Elena"">Elèna</persName>'sfriend, dined with us one night, and <persName ref=""#Lovatt_Mr #Lovatt_Master"">Mr. Lovatt and son</persName> – another night – and <persName ref=""#Lovatt_Mr #Lovatt_Master"">Mr. Lovatt and son</persName> and <persName ref=""#Gay_Walter"">Mr. Walter Gay</persName> came to tea on our firstafternoon on the boat. We had tea with the <persName ref=""#Gay_Walter_Mr #Gay_Matilda"">Gays</persName> one afternoon –<persName ref=""#Gay_Matilda"">Mrs. Gay</persName> very attractive.</p></div>",3.0
1910-11-14,#Trefusis_Walter,,"Monday. Nov. 14th. Rather a busy week, settling ourselves and things on the boat, seeing sights –visiting and receiving friends – consulting Mr. Draper about the little mooring garden. Lunched one day with the Gorsts, and another day went to a reception there. Capt. Trefusis, and Mr. Carter BonhamMr. Bonham Carter, Elèna's friend, dined with us one night, and Mr. Lovatt and son – another night – and Mr. Lovatt and son and Mr. Walter Gay came to tea on our first afternoon on the boat. We had tea with the Gays one afternoon – Mrs. Gay very attractive.","<div type=""entry"" xml:id=""EBA-1910-11-14""><dateline><date when=""1910-11-14"">Monday. Nov. 14th.</date></dateline><p>Rather a busy week, settling ourselves and things on the boat, seeing sights–visiting and receiving friends – consulting <persName ref=""#Draper_Mr"">Mr. Draper</persName> about the little mooring garden.Lunched one day with the <persName ref=""#Gorst_Group"">Gorsts</persName>, andanother day went to a reception there. <persName ref=""#Trefusis_Walter"">Capt.Trefusis</persName>, and <persName ref=""#Carter_Bonham_Edgar""><choice><sic>Mr. CarterBonham</sic><corr>Mr. Bonham Carter</corr></choice></persName>, <persName ref=""#Rathbone_Elena"">Elèna</persName>'sfriend, dined with us one night, and <persName ref=""#Lovatt_Mr #Lovatt_Master"">Mr. Lovatt and son</persName> – another night – and <persName ref=""#Lovatt_Mr #Lovatt_Master"">Mr. Lovatt and son</persName> and <persName ref=""#Gay_Walter"">Mr. Walter Gay</persName> came to tea on our firstafternoon on the boat. We had tea with the <persName ref=""#Gay_Walter_Mr #Gay_Matilda"">Gays</persName> one afternoon –<persName ref=""#Gay_Matilda"">Mrs. Gay</persName> very attractive.</p></div>",3.0
1910-11-14,#Carter_Bonham_Edgar,,"Monday. Nov. 14th. Rather a busy week, settling ourselves and things on the boat, seeing sights –visiting and receiving friends – consulting Mr. Draper about the little mooring garden. Lunched one day with the Gorsts, and another day went to a reception there. Capt. Trefusis, and Mr. Carter BonhamMr. Bonham Carter, Elèna's friend, dined with us one night, and Mr. Lovatt and son – another night – and Mr. Lovatt and son and Mr. Walter Gay came to tea on our first afternoon on the boat. We had tea with the Gays one afternoon – Mrs. Gay very attractive.","<div type=""entry"" xml:id=""EBA-1910-11-14""><dateline><date when=""1910-11-14"">Monday. Nov. 14th.</date></dateline><p>Rather a busy week, settling ourselves and things on the boat, seeing sights–visiting and receiving friends – consulting <persName ref=""#Draper_Mr"">Mr. Draper</persName> about the little mooring garden.Lunched one day with the <persName ref=""#Gorst_Group"">Gorsts</persName>, andanother day went to a reception there. <persName ref=""#Trefusis_Walter"">Capt.Trefusis</persName>, and <persName ref=""#Carter_Bonham_Edgar""><choice><sic>Mr. CarterBonham</sic><corr>Mr. Bonham Carter</corr></choice></persName>, <persName ref=""#Rathbone_Elena"">Elèna</persName>'sfriend, dined with us one night, and <persName ref=""#Lovatt_Mr #Lovatt_Master"">Mr. Lovatt and son</persName> – another night – and <persName ref=""#Lovatt_Mr #Lovatt_Master"">Mr. Lovatt and son</persName> and <persName ref=""#Gay_Walter"">Mr. Walter Gay</persName> came to tea on our firstafternoon on the boat. We had tea with the <persName ref=""#Gay_Walter_Mr #Gay_Matilda"">Gays</persName> one afternoon –<persName ref=""#Gay_Matilda"">Mrs. Gay</persName> very attractive.</p></div>",3.0
1910-11-14,#Rathbone_Elena,,"Monday. Nov. 14th. Rather a busy week, settling ourselves and things on the boat, seeing sights –visiting and receiving friends – consulting Mr. Draper about the little mooring garden. Lunched one day with the Gorsts, and another day went to a reception there. Capt. Trefusis, and Mr. Carter BonhamMr. Bonham Carter, Elèna's friend, dined with us one night, and Mr. Lovatt and son – another night – and Mr. Lovatt and son and Mr. Walter Gay came to tea on our first afternoon on the boat. We had tea with the Gays one afternoon – Mrs. Gay very attractive.","<div type=""entry"" xml:id=""EBA-1910-11-14""><dateline><date when=""1910-11-14"">Monday. Nov. 14th.</date></dateline><p>Rather a busy week, settling ourselves and things on the boat, seeing sights–visiting and receiving friends – consulting <persName ref=""#Draper_Mr"">Mr. Draper</persName> about the little mooring garden.Lunched one day with the <persName ref=""#Gorst_Group"">Gorsts</persName>, andanother day went to a reception there. <persName ref=""#Trefusis_Walter"">Capt.Trefusis</persName>, and <persName ref=""#Carter_Bonham_Edgar""><choice><sic>Mr. CarterBonham</sic><corr>Mr. Bonham Carter</corr></choice></persName>, <persName ref=""#Rathbone_Elena"">Elèna</persName>'sfriend, dined with us one night, and <persName ref=""#Lovatt_Mr #Lovatt_Master"">Mr. Lovatt and son</persName> – another night – and <persName ref=""#Lovatt_Mr #Lovatt_Master"">Mr. Lovatt and son</persName> and <persName ref=""#Gay_Walter"">Mr. Walter Gay</persName> came to tea on our firstafternoon on the boat. We had tea with the <persName ref=""#Gay_Walter_Mr #Gay_Matilda"">Gays</persName> one afternoon –<persName ref=""#Gay_Matilda"">Mrs. Gay</persName> very attractive.</p></div>",3.0
1910-11-14,#Lovatt_Mr,,"Monday. Nov. 14th. Rather a busy week, settling ourselves and things on the boat, seeing sights –visiting and receiving friends – consulting Mr. Draper about the little mooring garden. Lunched one day with the Gorsts, and another day went to a reception there. Capt. Trefusis, and Mr. Carter BonhamMr. Bonham Carter, Elèna's friend, dined with us one night, and Mr. Lovatt and son – another night – and Mr. Lovatt and son and Mr. Walter Gay came to tea on our first afternoon on the boat. We had tea with the Gays one afternoon – Mrs. Gay very attractive.","<div type=""entry"" xml:id=""EBA-1910-11-14""><dateline><date when=""1910-11-14"">Monday. Nov. 14th.</date></dateline><p>Rather a busy week, settling ourselves and things on the boat, seeing sights–visiting and receiving friends – consulting <persName ref=""#Draper_Mr"">Mr. Draper</persName> about the little mooring garden.Lunched one day with the <persName ref=""#Gorst_Group"">Gorsts</persName>, andanother day went to a reception there. <persName ref=""#Trefusis_Walter"">Capt.Trefusis</persName>, and <persName ref=""#Carter_Bonham_Edgar""><choice><sic>Mr. CarterBonham</sic><corr>Mr. Bonham Carter</corr></choice></persName>, <persName ref=""#Rathbone_Elena"">Elèna</persName>'sfriend, dined with us one night, and <persName ref=""#Lovatt_Mr #Lovatt_Master"">Mr. Lovatt and son</persName> – another night – and <persName ref=""#Lovatt_Mr #Lovatt_Master"">Mr. Lovatt and son</persName> and <persName ref=""#Gay_Walter"">Mr. Walter Gay</persName> came to tea on our firstafternoon on the boat. We had tea with the <persName ref=""#Gay_Walter_Mr #Gay_Matilda"">Gays</persName> one afternoon –<persName ref=""#Gay_Matilda"">Mrs. Gay</persName> very attractive.</p></div>",3.0
1910-11-14,#Lovatt_Master,,"Monday. Nov. 14th. Rather a busy week, settling ourselves and things on the boat, seeing sights –visiting and receiving friends – consulting Mr. Draper about the little mooring garden. Lunched one day with the Gorsts, and another day went to a reception there. Capt. Trefusis, and Mr. Carter BonhamMr. Bonham Carter, Elèna's friend, dined with us one night, and Mr. Lovatt and son – another night – and Mr. Lovatt and son and Mr. Walter Gay came to tea on our first afternoon on the boat. We had tea with the Gays one afternoon – Mrs. Gay very attractive.","<div type=""entry"" xml:id=""EBA-1910-11-14""><dateline><date when=""1910-11-14"">Monday. Nov. 14th.</date></dateline><p>Rather a busy week, settling ourselves and things on the boat, seeing sights–visiting and receiving friends – consulting <persName ref=""#Draper_Mr"">Mr. Draper</persName> about the little mooring garden.Lunched one day with the <persName ref=""#Gorst_Group"">Gorsts</persName>, andanother day went to a reception there. <persName ref=""#Trefusis_Walter"">Capt.Trefusis</persName>, and <persName ref=""#Carter_Bonham_Edgar""><choice><sic>Mr. CarterBonham</sic><corr>Mr. Bonham Carter</corr></choice></persName>, <persName ref=""#Rathbone_Elena"">Elèna</persName>'sfriend, dined with us one night, and <persName ref=""#Lovatt_Mr #Lovatt_Master"">Mr. Lovatt and son</persName> – another night – and <persName ref=""#Lovatt_Mr #Lovatt_Master"">Mr. Lovatt and son</persName> and <persName ref=""#Gay_Walter"">Mr. Walter Gay</persName> came to tea on our firstafternoon on the boat. We had tea with the <persName ref=""#Gay_Walter_Mr #Gay_Matilda"">Gays</persName> one afternoon –<persName ref=""#Gay_Matilda"">Mrs. Gay</persName> very attractive.</p></div>",3.0
1910-11-14,#Lovatt_Mr,,"Monday. Nov. 14th. Rather a busy week, settling ourselves and things on the boat, seeing sights –visiting and receiving friends – consulting Mr. Draper about the little mooring garden. Lunched one day with the Gorsts, and another day went to a reception there. Capt. Trefusis, and Mr. Carter BonhamMr. Bonham Carter, Elèna's friend, dined with us one night, and Mr. Lovatt and son – another night – and Mr. Lovatt and son and Mr. Walter Gay came to tea on our first afternoon on the boat. We had tea with the Gays one afternoon – Mrs. Gay very attractive.","<div type=""entry"" xml:id=""EBA-1910-11-14""><dateline><date when=""1910-11-14"">Monday. Nov. 14th.</date></dateline><p>Rather a busy week, settling ourselves and things on the boat, seeing sights–visiting and receiving friends – consulting <persName ref=""#Draper_Mr"">Mr. Draper</persName> about the little mooring garden.Lunched one day with the <persName ref=""#Gorst_Group"">Gorsts</persName>, andanother day went to a reception there. <persName ref=""#Trefusis_Walter"">Capt.Trefusis</persName>, and <persName ref=""#Carter_Bonham_Edgar""><choice><sic>Mr. CarterBonham</sic><corr>Mr. Bonham Carter</corr></choice></persName>, <persName ref=""#Rathbone_Elena"">Elèna</persName>'sfriend, dined with us one night, and <persName ref=""#Lovatt_Mr #Lovatt_Master"">Mr. Lovatt and son</persName> – another night – and <persName ref=""#Lovatt_Mr #Lovatt_Master"">Mr. Lovatt and son</persName> and <persName ref=""#Gay_Walter"">Mr. Walter Gay</persName> came to tea on our firstafternoon on the boat. We had tea with the <persName ref=""#Gay_Walter_Mr #Gay_Matilda"">Gays</persName> one afternoon –<persName ref=""#Gay_Matilda"">Mrs. Gay</persName> very attractive.</p></div>",3.0
1910-11-14,#Lovatt_Master,,"Monday. Nov. 14th. Rather a busy week, settling ourselves and things on the boat, seeing sights –visiting and receiving friends – consulting Mr. Draper about the little mooring garden. Lunched one day with the Gorsts, and another day went to a reception there. Capt. Trefusis, and Mr. Carter BonhamMr. Bonham Carter, Elèna's friend, dined with us one night, and Mr. Lovatt and son – another night – and Mr. Lovatt and son and Mr. Walter Gay came to tea on our first afternoon on the boat. We had tea with the Gays one afternoon – Mrs. Gay very attractive.","<div type=""entry"" xml:id=""EBA-1910-11-14""><dateline><date when=""1910-11-14"">Monday. Nov. 14th.</date></dateline><p>Rather a busy week, settling ourselves and things on the boat, seeing sights–visiting and receiving friends – consulting <persName ref=""#Draper_Mr"">Mr. Draper</persName> about the little mooring garden.Lunched one day with the <persName ref=""#Gorst_Group"">Gorsts</persName>, andanother day went to a reception there. <persName ref=""#Trefusis_Walter"">Capt.Trefusis</persName>, and <persName ref=""#Carter_Bonham_Edgar""><choice><sic>Mr. CarterBonham</sic><corr>Mr. Bonham Carter</corr></choice></persName>, <persName ref=""#Rathbone_Elena"">Elèna</persName>'sfriend, dined with us one night, and <persName ref=""#Lovatt_Mr #Lovatt_Master"">Mr. Lovatt and son</persName> – another night – and <persName ref=""#Lovatt_Mr #Lovatt_Master"">Mr. Lovatt and son</persName> and <persName ref=""#Gay_Walter"">Mr. Walter Gay</persName> came to tea on our firstafternoon on the boat. We had tea with the <persName ref=""#Gay_Walter_Mr #Gay_Matilda"">Gays</persName> one afternoon –<persName ref=""#Gay_Matilda"">Mrs. Gay</persName> very attractive.</p></div>",3.0
