journal_id,entry_id,date,TEI_name,emma_name,relation,entry,XML,entry_sentiment
17,5,1910-11-02,None,None,None,N. G. Lloyd SS. Schleswig. Wednesday. Nov. 2nd. We had a rough night on our funny Wagon-Lit – and jolted through it with what patience we could – feeling as if we were travelling in a card-board box – arrived by 9 o'clock – found our old rooms ready for us – did not get off until nearly 5 o'clock – there being so many passengers and such piles of luggage.,"<div type=""entry"" xml:id=""EBA-1910-11-02""><dateline><name ref=""#SS_Schleswig"" type=""boat"">N. G. Lloyd SS. Schleswig</name>. <date when=""1910-11-02"">Wednesday. Nov. 2nd.</date></dateline><p>We had a rough night on our funny Wagon-Lit – and jolted through it withwhat patience we could – feeling as if we were travelling in a card-boardbox – arrived by 9 o'clock – found our old rooms ready for us– did not get off until nearly 5 o'clock – there being so manypassengers and such piles of luggage.</p></div>",5.0
17,6,1910-11-04,None,None,None,"Friday. Nov. 4th. Passed the straits at 1.30 – a lovely day – warm and calm. The dreadful ravages on either hand, were a piteous contrast to the beauty of the day.","<div type=""entry"" xml:id=""EBA-1910-11-04""><dateline><date when=""1910-11-04"">Friday. Nov. 4th.</date></dateline><p>Passed the straits at 1.30 – a lovely day – warm and calm. Thedreadful ravages on either hand, were a piteous contrast to the beauty of theday.</p></div>",4.0
17,7,1910-11-06,None,None,None,"Sunday. Nov. 6th. Due at Alexandria tomorrow at 6am – a warm, lovely passage. I have been writing letters busily.","<div type=""entry"" xml:id=""EBA-1910-11-06""><dateline><date when=""1910-11-06"">Sunday. Nov. 6th.</date></dateline><p>Due at <placeName ref=""#Alexandria"">Alexandria</placeName> tomorrow at 6am– a warm, lovely passage. I have been writing letters busily.</p></div>",4.0
17,8,1910-11-07,None,None,None,"Monday. Nov. 7th. Shepheards Hotel. Arrived at 12:30 and were soon eating lunch on the 13th day out from New York! Surprising when one reflects that our steamers to Naples always take 13 days for the voyage! Are in our pleasant old rooms, overlooking the garden – the weather is perfect.","<div type=""entry"" xml:id=""EBA-1910-11-07""><dateline><date when=""1910-11-07"">Monday. Nov. 7th.</date><name ref=""#Shepheards_Hotel"" type=""hotel"">Shepheards Hotel</name>. </dateline><p>Arrived at 12:30 and were soon eating lunch on the 13th day out from <placeName ref=""#New_York"">New York</placeName>! Surprising when one reflects that oursteamers to <placeName ref=""#Naples"">Naples</placeName> always take 13 days forthe voyage! Are in our pleasant old rooms, overlooking the garden – theweather is perfect.</p></div>",6.0
17,9,1910-11-14,#Draper_Mr,Mr. Draper,,"Monday. Nov. 14th. Rather a busy week, settling ourselves and things on the boat, seeing sights – visiting and receiving friends – consulting Mr. Draper about the little mooring garden. Lunched one day with the Gorsts, and another day went to a reception there. Capt. Trefusis, and Mr. Carter BonhamMr. Bonham Carter, Elèna's friend, dined with us one night, and Mr. Lovatt and son – another night – and Mr. Lovatt and son and Mr. Walter Gay came to tea on our first afternoon on the boat. We had tea with the Gays one afternoon – Mrs. Gay very attractive.","<div type=""entry"" xml:id=""EBA-1910-11-14""><dateline><date when=""1910-11-14"">Monday. Nov. 14th.</date></dateline><p>Rather a busy week, settling ourselves and things on the boat, seeing sights– visiting and receiving friends – consulting <persName ref=""#Draper_Mr"">Mr. Draper</persName> about the little mooring garden.Lunched one day with the <persName ref=""#Gorst_Group"">Gorsts</persName>, andanother day went to a reception there. <persName ref=""#Trefusis_Walter"">Capt.Trefusis</persName>, and <persName ref=""#Carter_Bonham_Edgar""><choice><sic>Mr. CarterBonham</sic><corr>Mr. Bonham Carter</corr></choice></persName>, <persName ref=""#Rathbone_Elena"">Elèna</persName>'sfriend, dined with us one night, and <persName ref=""#Lovatt_Mr #Lovatt_Master"">Mr. Lovatt and son</persName> – another night – and <persName ref=""#Lovatt_Mr #Lovatt_Master"">Mr. Lovatt and son</persName> and <persName ref=""#Gay_Walter"">Mr. Walter Gay</persName> came to tea on our firstafternoon on the boat. We had tea with the <persName ref=""#Gay_Walter_Mr #Gay_Matilda"">Gays</persName> one afternoon –<persName ref=""#Gay_Matilda"">Mrs. Gay</persName> very attractive.</p></div>",3.0
17,9,1910-11-14,#Gorst_Group,Gorsts,,"Monday. Nov. 14th. Rather a busy week, settling ourselves and things on the boat, seeing sights – visiting and receiving friends – consulting Mr. Draper about the little mooring garden. Lunched one day with the Gorsts, and another day went to a reception there. Capt. Trefusis, and Mr. Carter BonhamMr. Bonham Carter, Elèna's friend, dined with us one night, and Mr. Lovatt and son – another night – and Mr. Lovatt and son and Mr. Walter Gay came to tea on our first afternoon on the boat. We had tea with the Gays one afternoon – Mrs. Gay very attractive.","<div type=""entry"" xml:id=""EBA-1910-11-14""><dateline><date when=""1910-11-14"">Monday. Nov. 14th.</date></dateline><p>Rather a busy week, settling ourselves and things on the boat, seeing sights– visiting and receiving friends – consulting <persName ref=""#Draper_Mr"">Mr. Draper</persName> about the little mooring garden.Lunched one day with the <persName ref=""#Gorst_Group"">Gorsts</persName>, andanother day went to a reception there. <persName ref=""#Trefusis_Walter"">Capt.Trefusis</persName>, and <persName ref=""#Carter_Bonham_Edgar""><choice><sic>Mr. CarterBonham</sic><corr>Mr. Bonham Carter</corr></choice></persName>, <persName ref=""#Rathbone_Elena"">Elèna</persName>'sfriend, dined with us one night, and <persName ref=""#Lovatt_Mr #Lovatt_Master"">Mr. Lovatt and son</persName> – another night – and <persName ref=""#Lovatt_Mr #Lovatt_Master"">Mr. Lovatt and son</persName> and <persName ref=""#Gay_Walter"">Mr. Walter Gay</persName> came to tea on our firstafternoon on the boat. We had tea with the <persName ref=""#Gay_Walter_Mr #Gay_Matilda"">Gays</persName> one afternoon –<persName ref=""#Gay_Matilda"">Mrs. Gay</persName> very attractive.</p></div>",3.0
17,9,1910-11-14,#Trefusis_Walter,Capt. Trefusis,,"Monday. Nov. 14th. Rather a busy week, settling ourselves and things on the boat, seeing sights – visiting and receiving friends – consulting Mr. Draper about the little mooring garden. Lunched one day with the Gorsts, and another day went to a reception there. Capt. Trefusis, and Mr. Carter BonhamMr. Bonham Carter, Elèna's friend, dined with us one night, and Mr. Lovatt and son – another night – and Mr. Lovatt and son and Mr. Walter Gay came to tea on our first afternoon on the boat. We had tea with the Gays one afternoon – Mrs. Gay very attractive.","<div type=""entry"" xml:id=""EBA-1910-11-14""><dateline><date when=""1910-11-14"">Monday. Nov. 14th.</date></dateline><p>Rather a busy week, settling ourselves and things on the boat, seeing sights– visiting and receiving friends – consulting <persName ref=""#Draper_Mr"">Mr. Draper</persName> about the little mooring garden.Lunched one day with the <persName ref=""#Gorst_Group"">Gorsts</persName>, andanother day went to a reception there. <persName ref=""#Trefusis_Walter"">Capt.Trefusis</persName>, and <persName ref=""#Carter_Bonham_Edgar""><choice><sic>Mr. CarterBonham</sic><corr>Mr. Bonham Carter</corr></choice></persName>, <persName ref=""#Rathbone_Elena"">Elèna</persName>'sfriend, dined with us one night, and <persName ref=""#Lovatt_Mr #Lovatt_Master"">Mr. Lovatt and son</persName> – another night – and <persName ref=""#Lovatt_Mr #Lovatt_Master"">Mr. Lovatt and son</persName> and <persName ref=""#Gay_Walter"">Mr. Walter Gay</persName> came to tea on our firstafternoon on the boat. We had tea with the <persName ref=""#Gay_Walter_Mr #Gay_Matilda"">Gays</persName> one afternoon –<persName ref=""#Gay_Matilda"">Mrs. Gay</persName> very attractive.</p></div>",3.0
17,9,1910-11-14,#Carter_Bonham_Edgar,Mr. Carter BonhamMr. Bonham Carter,,"Monday. Nov. 14th. Rather a busy week, settling ourselves and things on the boat, seeing sights – visiting and receiving friends – consulting Mr. Draper about the little mooring garden. Lunched one day with the Gorsts, and another day went to a reception there. Capt. Trefusis, and Mr. Carter BonhamMr. Bonham Carter, Elèna's friend, dined with us one night, and Mr. Lovatt and son – another night – and Mr. Lovatt and son and Mr. Walter Gay came to tea on our first afternoon on the boat. We had tea with the Gays one afternoon – Mrs. Gay very attractive.","<div type=""entry"" xml:id=""EBA-1910-11-14""><dateline><date when=""1910-11-14"">Monday. Nov. 14th.</date></dateline><p>Rather a busy week, settling ourselves and things on the boat, seeing sights– visiting and receiving friends – consulting <persName ref=""#Draper_Mr"">Mr. Draper</persName> about the little mooring garden.Lunched one day with the <persName ref=""#Gorst_Group"">Gorsts</persName>, andanother day went to a reception there. <persName ref=""#Trefusis_Walter"">Capt.Trefusis</persName>, and <persName ref=""#Carter_Bonham_Edgar""><choice><sic>Mr. CarterBonham</sic><corr>Mr. Bonham Carter</corr></choice></persName>, <persName ref=""#Rathbone_Elena"">Elèna</persName>'sfriend, dined with us one night, and <persName ref=""#Lovatt_Mr #Lovatt_Master"">Mr. Lovatt and son</persName> – another night – and <persName ref=""#Lovatt_Mr #Lovatt_Master"">Mr. Lovatt and son</persName> and <persName ref=""#Gay_Walter"">Mr. Walter Gay</persName> came to tea on our firstafternoon on the boat. We had tea with the <persName ref=""#Gay_Walter_Mr #Gay_Matilda"">Gays</persName> one afternoon –<persName ref=""#Gay_Matilda"">Mrs. Gay</persName> very attractive.</p></div>",3.0
17,9,1910-11-14,#Rathbone_Elena,Elèna,,"Monday. Nov. 14th. Rather a busy week, settling ourselves and things on the boat, seeing sights – visiting and receiving friends – consulting Mr. Draper about the little mooring garden. Lunched one day with the Gorsts, and another day went to a reception there. Capt. Trefusis, and Mr. Carter BonhamMr. Bonham Carter, Elèna's friend, dined with us one night, and Mr. Lovatt and son – another night – and Mr. Lovatt and son and Mr. Walter Gay came to tea on our first afternoon on the boat. We had tea with the Gays one afternoon – Mrs. Gay very attractive.","<div type=""entry"" xml:id=""EBA-1910-11-14""><dateline><date when=""1910-11-14"">Monday. Nov. 14th.</date></dateline><p>Rather a busy week, settling ourselves and things on the boat, seeing sights– visiting and receiving friends – consulting <persName ref=""#Draper_Mr"">Mr. Draper</persName> about the little mooring garden.Lunched one day with the <persName ref=""#Gorst_Group"">Gorsts</persName>, andanother day went to a reception there. <persName ref=""#Trefusis_Walter"">Capt.Trefusis</persName>, and <persName ref=""#Carter_Bonham_Edgar""><choice><sic>Mr. CarterBonham</sic><corr>Mr. Bonham Carter</corr></choice></persName>, <persName ref=""#Rathbone_Elena"">Elèna</persName>'sfriend, dined with us one night, and <persName ref=""#Lovatt_Mr #Lovatt_Master"">Mr. Lovatt and son</persName> – another night – and <persName ref=""#Lovatt_Mr #Lovatt_Master"">Mr. Lovatt and son</persName> and <persName ref=""#Gay_Walter"">Mr. Walter Gay</persName> came to tea on our firstafternoon on the boat. We had tea with the <persName ref=""#Gay_Walter_Mr #Gay_Matilda"">Gays</persName> one afternoon –<persName ref=""#Gay_Matilda"">Mrs. Gay</persName> very attractive.</p></div>",3.0
17,9,1910-11-14,#Lovatt_Mr,Mr. Lovatt and son,,"Monday. Nov. 14th. Rather a busy week, settling ourselves and things on the boat, seeing sights – visiting and receiving friends – consulting Mr. Draper about the little mooring garden. Lunched one day with the Gorsts, and another day went to a reception there. Capt. Trefusis, and Mr. Carter BonhamMr. Bonham Carter, Elèna's friend, dined with us one night, and Mr. Lovatt and son – another night – and Mr. Lovatt and son and Mr. Walter Gay came to tea on our first afternoon on the boat. We had tea with the Gays one afternoon – Mrs. Gay very attractive.","<div type=""entry"" xml:id=""EBA-1910-11-14""><dateline><date when=""1910-11-14"">Monday. Nov. 14th.</date></dateline><p>Rather a busy week, settling ourselves and things on the boat, seeing sights– visiting and receiving friends – consulting <persName ref=""#Draper_Mr"">Mr. Draper</persName> about the little mooring garden.Lunched one day with the <persName ref=""#Gorst_Group"">Gorsts</persName>, andanother day went to a reception there. <persName ref=""#Trefusis_Walter"">Capt.Trefusis</persName>, and <persName ref=""#Carter_Bonham_Edgar""><choice><sic>Mr. CarterBonham</sic><corr>Mr. Bonham Carter</corr></choice></persName>, <persName ref=""#Rathbone_Elena"">Elèna</persName>'sfriend, dined with us one night, and <persName ref=""#Lovatt_Mr #Lovatt_Master"">Mr. Lovatt and son</persName> – another night – and <persName ref=""#Lovatt_Mr #Lovatt_Master"">Mr. Lovatt and son</persName> and <persName ref=""#Gay_Walter"">Mr. Walter Gay</persName> came to tea on our firstafternoon on the boat. We had tea with the <persName ref=""#Gay_Walter_Mr #Gay_Matilda"">Gays</persName> one afternoon –<persName ref=""#Gay_Matilda"">Mrs. Gay</persName> very attractive.</p></div>",3.0
